Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;PREIS1__Verbraucherpreisindex__2020=100;PREIS1__CH0004;PREIS1__CH0005
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1991;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;60,5;.;.
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1991;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;60,8;.;0,5
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1991;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;März;60,8;.;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1991;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;61,0;.;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1991;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;61,1;.;0,2
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1991;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;61,5;.;0,7
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1991;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;62,2;.;1,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1991;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;62,2;.;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1991;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;62,2;.;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1991;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;63,2;.;1,6
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1991;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;63,4;.;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1991;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;63,5;.;0,2
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1992;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;63,9;5,6;0,6
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1992;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;64,3;5,8;0,6
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1992;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;März;64,5;6,1;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1992;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;64,7;6,1;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1992;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;64,9;6,2;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1992;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;65,1;5,9;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1992;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;65,3;5,0;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1992;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;65,3;5,0;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1992;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;65,3;5,0;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1992;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;65,3;3,3;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1992;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;65,6;3,5;0,5
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1992;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;65,7;3,5;0,2
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1993;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;66,8;4,5;1,7
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1993;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;67,3;4,7;0,7
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1993;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;März;67,5;4,7;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1993;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;67,7;4,6;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1993;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;67,8;4,5;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1993;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;68,0;4,5;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1993;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;68,3;4,6;0,4
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1993;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;68,3;4,6;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1993;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;68,2;4,4;-0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1993;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;68,2;4,4;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1993;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;68,3;4,1;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1993;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;68,5;4,3;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1994;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;68,8;3,0;0,4
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1994;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;69,4;3,1;0,9
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1994;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;März;69,5;3,0;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1994;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;69,6;2,8;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1994;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;69,7;2,8;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1994;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;69,8;2,6;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1994;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;69,9;2,3;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1994;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;70,1;2,6;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1994;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;69,9;2,5;-0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1994;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;69,8;2,3;-0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1994;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;69,9;2,3;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1994;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;70,1;2,3;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;70,4;2,3;0,4
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;70,8;2,0;0,6
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;März;70,8;1,9;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;70,9;1,9;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;70,9;1,7;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;71,0;1,7;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;71,2;1,9;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;71,2;1,6;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;71,2;1,9;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;71,0;1,7;-0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;71,0;1,6;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;71,2;1,6;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1996;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;71,4;1,4;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1996;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;71,8;1,4;0,6
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1996;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;März;71,8;1,4;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1996;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;71,8;1,3;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1996;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;71,9;1,4;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1996;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;72,0;1,4;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1996;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;72,1;1,3;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1996;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;72,1;1,3;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1996;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;72,1;1,3;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1996;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;72,1;1,5;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1996;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;72,0;1,4;-0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1996;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;72,3;1,5;0,4
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;72,9;2,1;0,8
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;73,0;1,7;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;März;73,0;1,7;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;72,9;1,5;-0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;73,1;1,7;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;73,1;1,5;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;73,8;2,4;1,0
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;73,8;2,4;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;73,7;2,2;-0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;73,6;2,1;-0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;73,6;2,2;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;73,8;2,1;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1998;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;73,8;1,2;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1998;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;73,9;1,2;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1998;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;März;73,8;1,1;-0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1998;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;73,9;1,4;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1998;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;74,0;1,2;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1998;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;74,1;1,4;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1998;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;74,4;0,8;0,4
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1998;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;74,2;0,5;-0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1998;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;74,0;0,4;-0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1998;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;73,9;0,4;-0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1998;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;73,9;0,4;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1998;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;74,0;0,3;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1999;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;73,9;0,1;-0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1999;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;74,0;0,1;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1999;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;März;74,0;0,3;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1999;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;74,4;0,7;0,5
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1999;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;74,4;0,5;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1999;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;74,5;0,5;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1999;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;74,8;0,5;0,4
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1999;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;74,8;0,8;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1999;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;74,6;0,8;-0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1999;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;74,5;0,8;-0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1999;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;74,7;1,1;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;1999;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;74,9;1,2;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2000;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;75,1;1,6;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2000;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;75,1;1,5;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2000;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;März;75,1;1,5;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2000;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;75,1;0,9;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2000;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;75,1;0,9;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2000;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;75,4;1,2;0,4
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2000;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;75,8;1,3;0,5
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2000;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;75,6;1,1;-0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2000;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;75,8;1,6;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2000;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;75,7;1,6;-0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2000;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;75,8;1,5;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2000;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;76,4;2,0;0,8
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;76,2;1,5;-0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;76,6;2,0;0,5
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;März;76,6;2,0;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;76,9;2,4;0,4
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;77,2;2,8;0,4
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;77,3;2,5;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;77,4;2,1;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;77,2;2,1;-0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;77,2;1,8;-
